,country,description,designation,points,price,province,region_1,region_2,variety,winery
10851,US,"Opaque purple in color, the nose smells equally dark, boasting integrated aromas of blackberry, cedar, graphite and charred sugar. Full bodied with tight tannins, the palate still manages to show some finesse, plus dried herb, mineral and cocoa inflections.",Reserve,87,25.0,Virginia,Virginia,,Cabernet Franc,Barboursville Vineyards
10852,US,"An easy to like wine, this shows Moscato's orange fruit flavors, with the scouring carbonation of soda. It's very sweet, clean and appealing, and with only 10% alcohol by volume, it's the perfect beach wine.",Bubbly,87,15.0,California,California,California Other,Moscato,Allure
10853,US,"This is a big, powerful Zinfandel that's typical of Monte Rosso in its mountain intensity of fruit. It tastes like the essence of ripe blackberries and sweet black currants, with lots of heat from the alcohol. Drink this robust, lusty wine with barbecue and rich meat stews.",Monte Rosso Vineyard,87,45.0,California,Sonoma Valley,Sonoma,Zinfandel,Black Stallion
10854,Italy,Loads of honey and yellow rose aromas open the bouquet. There's a touch of sweetness that recalls candied fruit and honeydew.,Vento,87,22.0,Southern Italy,Sannio,,Greco,Capolino Perlingieri
10855,Chile,"This is a punchy wine that's fresh on the nose. The palate sports a viscous feel that's related to Viognier and Chardonnay, while the Sauvignon Blanc and Sauvignon Gris in the blend bring a citrus-like quality and an asparagus flavor.  The finish quickly loses steam.",Quinta Generación,87,28.0,Colchagua Valley,,,White Blend,Casa Silva
10856,Chile,"This Pinot Noir is raisiny on the nose but maintains a fresh outlook. The palate runs heavy, almost to the point of feeling flat, while the flavor profile offers ripe berry, cherry and raisin notes. It's plump and soft on the finish, with a resin-like taste. Only 48 cases produced.",Alazan CJ's Barrel,87,38.0,Casablanca Valley,,,Pinot Noir,Kingston Family
10857,Italy,"Falanghina  and Coda di Volpe are blended to produce a rich and creamy white with apple, pear and stone fruit. It only sees stainless steel and this helps maintain its fresh fruit flavors.",Clarum,87,14.0,Southern Italy,Irpinia,,White Blend,I Capitani
10858,US,"Robust and flavorful, this offers plenty of blackberry jam flavor, with notes of salt and oak, plus powerful acidity. Doesn't seem like an ager, so drink now with grilled meats.",Salinian Block,87,34.0,California,Santa Cruz Mountains,Central Coast,Cabernet Sauvignon,La Honda Winery
10859,US,"This tastes like melted milk chocolate and blackberry jam spread on buttered cinnamon toast, drizzled with some anisette liqueur and sprinkled with black pepper. It's lusty, robust, high in alcohol and sweet, and it will pair well with barbecue.",Estate Bottled,87,25.0,California,Alexander Valley,Sonoma,Zinfandel,La Storia
10860,Portugal,"There is a great balance between acidity and impressively fresh fruit considering the age of this venerable Port. Of course there are many flavors from the wood aging, but they are combined with orange marmalade, fig and raisin flavors in a riot of complex flavors that have created a very great wine. It comes from a year that was not generally declared as a vintage.",Colheita Tawny,95,375.0,Port,,,Port,Kopke
10861,France,"A heady and lifted nose suggests healing herbs steeped in honey. The palate is rich and unctuous but fresh with the lemon peel, herb and clear honey notes that were already present on the nose. The balance between luscious and tart is on a knife's edge and all the more thrilling for it. The flavors last and last—not in sweetness but in utter, gloried freshness. Drink 2016–2040.",Rangen Grand Cru Clos Saint Théobald Sélection de Grains Nobles,95,75.0,Alsace,Alsace,,Gewürztraminer,Domaine Schoffit
10862,France,"The spicy, evocative scent of Seville orange peel entices from the first sniff. The palate is dry, restrained and sylph-like but with time reveals tangerine and lemon zest. This is a feast, a celebration of citrus flavors, unfolding and shimmering at every moment. This is dry but faceted, taut but playful. Irresistible now but with a brilliant, aromatic and totally seductive future ahead. Drink 2016–2030.",Rangen Grand Cru Clos Saint Théobald,95,53.0,Alsace,Alsace,,Riesling,Domaine Schoffit
10863,US,"This is a sensational vintage for this cuvée, which is part of the winery's extensive Chardonnay lineup. It offers intense fruit concentration and retains the opulence for which the winery is known. Rich in a buttered, toasted nut flavor, the mouthfeel is creamy and sensual. The finish lingers for several minutes, and the wine drinks as well or better on the second day it's been open.",Evenstad Reserve,95,55.0,Oregon,Dundee Hills,Willamette Valley,Chardonnay,Domaine Serene
10864,France,"The subtle, rounded but rather aromatic perfume of peach skins and apricot compote on the nose is utterly seductive—there is a promise of oriental riches and exotic spice but above all pure, glowing peach fruit. The palate is in total focus: while some residual sugar illuminates every last vestige of fruit, there is guiding central force that never lets this slip into the merely opulent. A masterful tightrope walk amidst plump fruit and mineral precision with a finishing, pleasantly bitter edge of marzipan.",Clos Saint Urbain Rangen de Thann Grand Cru,95,120.0,Alsace,Alsace,,Gewürztraminer,Domaine Zind-Humbrecht
10865,Australia,"Perhaps the best young wine I've tasted from Margaret River, this makes a compelling case for the region's Cabernet. Pure cassis fruit is lifted and framed by hints of toasted cedar, making for soaring aromatics and flavors, but what sets this wine apart is the tender, silky texture married to ample weight and richness. The finish lingers, with a supple, dreamy character that speaks to a gentle climate and careful winemaking. Drink now–2030.",,95,84.0,Western Australia,Margaret River,,Cabernet Sauvignon,Moss Wood
10866,France,"The nose is heady and fragrant, edged with dried chamomile and hay flowers and subdued honey. Underneath that is a notion of sweet, luscious apricot compote. With time, there are the most subtle notes of enticing pine resin and fir honey—lit and illuminated all the way by the purest and most concentrated of lemon acidity. A triumph of balance and richness.",Rangen Grand Cru Clos Saint Théobald Sélection de Grains Nobles Larme de Lave,95,90.0,Alsace,Alsace,,Pinot Gris,Domaine Schoffit
10867,Portugal,"This is a field blend from the steep Quinta da Foz vineyard at the mouth of the Pinhão River. Aged from two years in new wood, this impressive, structured wine is just setting out on its aging process. Big tannins and big fruit are all there, packed into dense tannins and a mineral texture. It will age well, don't drink before 2019.",Grande Reserva,95,80.0,Douro,,,Portuguese Red,Quinta da Foz
10868,Portugal,"A hugely structured and powerful wine, this wine comes from old vines at Herdade do Espoão's Douro vineyard. It is rich in black fruits and firm tannins and is still young. There is strength and virility in this sinewy wine with its dark structure and density. Drink this impressive wine from 2020.",VV 47,95,100.0,Douro,,,Portuguese Red,Quinta dos Murças
10869,France,"Very enticing but ever so ethereal notes of tropical fruit are hinted at: yellow and pink grapefruit, passion fruit and even some pineapple. The palate is still in thrall to all the primary citrus notes but holds promise of stone and riper fruit. This is taut, elegant, concentrated, dry and whistle-clean. Like a superlative sports car waiting to be sped around a race track. This spells raciness, subtle power and linearity. What a super-clean finish. Drink 2020–2035.",Clos Saint Landelin Vorbourg Grand Cru,95,50.0,Alsace,Alsace,,Riesling,René Muré
10870,France,"The purity of juicy, tart, red apples runs like a fault line through a very taut, linear, whistle-clean Riesling. This has purity and precision, linearity and drive. Still tightly wound, this needs time to unfold but promises to be a wine of great longevity and expression. Resolutely dry, the purity and concentration of flavors will always remain. Drink 2018–2030.",Clos Saint Landelin Vorbourg Grand Cru,95,50.0,Alsace,Alsace,,Riesling,René Muré
10871,US,"Here is an utterly irresistible wine—spicy, sensuous and layered with beautifully ripened citrus, tree and tropical fruits. A whiff of pine needle continues as a flavor thread, along with vanilla, buttered nuts, lemongrass and macaroon. This wine just keeps on going.",Shea Vineyard,95,35.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Shea
10872,France,"A perfumed note of citrus peel and soft pine create a bracing nose that nonetheless suggests ripeness. The body is lithe and light, with a backdrop of stone and subtle nuttiness. With a little more air, the characteristic notes of mature Riesling appear: some lifted chamomile and candied orange peel, but only in their early stages. This is a wine of immense depth and deceptive lightness that has years of life ahead. Drink through 2030.",Cuvée Frédéric Emile,95,60.0,Alsace,Alsace,,Riesling,Trimbach
10873,US,"Bright raspberry and strawberry flavors kick off this well-balanced effort. It's buoyed by ample natural acidity and adorned with highlights of pastry and baking spices. It expands gracefully as it breathes, adding volume and density. Give this extra cellar time. It should drink best from 2018–2030.",Estate Vineyard,95,60.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Ayoub
10874,Portugal,"Old gold in color, this is a really mature Colheita from a great vintage Port year. It shows a firm structure that brings out its dry character along with its dense mature flavors, its spicy wood and its great concentration. As it develops in the glass, rich fruitiness comes through to add to the old wood flavors. This is a wine to savor slowly, a real meditation wine that demands attention.",Colheita Tawny,95,320.0,Port,,,Port,Cálem
10875,Germany,"This intensely fruity, floral nectar hits the palate with electric force, catapulting vibrant acidity against sweet, tangy flavors of tangerine, peach and honey. A favorite amidst an excellent showing of 2014 Mosel spätlese, it's delicious now, but should continue to evolve well through at least 2020.",Ürziger Würzgarten Spätlese,95,34.0,Mosel,,,Riesling,Dr. Loosen
10876,Portugal,"Produced from grapes grown on granite soil, this expresses the extremes of the Douro that produce the finest wines. This perfumed, structured wine, produced in open fermenters, is juicy with black plum fruits and dense with tannins. It is remarkable for its complexity, minerality and potential. Drink from 2018 and until 2030.",Monte Meão,95,40.0,Douro,,,Touriga Nacional,Quinta do Vale Meão
10877,Spain,"Tightly wound, layered, moderately tannic and oozing excellence, this is a fantastic high-end Toro from the superb 2012 vintage. The minerally, toasty aroma of blackberry is stylish and shows a balsamic note. Flavors of licorice, sweet balsamic vinegar, chocolate and toasty blackberry continue on a long, deep, complex finish. Drink this ace-level red from 2017–2028.",Gran,95,90.0,Northern Spain,Toro,,Tinta de Toro,Elias Mora
10878,Germany,"Tasted five years after bottling, this profoundly elegant spätlese exhibits a minerality that penetrates through layers of fruit and honey. Struck flint and slate offer dark counterpoints to a lush, creamy palate full of ripe tangerine and apple marmalade flavors. It's a penetrating, deftly balanced wine that's both stimulating and thought-provoking. Drink now through 2021.",Wehlener Sonnenuhr Spätlese Grosse Lage,95,35.0,Mosel,,,Riesling,S.A. Prüm
10879,Argentina,"While the nose on this muscular Malbec is lush, ripe and minty, there's also a grounding, complex scent of graphite. Blazing with intensity, this tastes like a glorious blend of plum, prune, chocolate and caramel. Dry spice, toasty oak and ripe berry flavors touch up against raisiny on the finish. Drink through 2019.",Single Parcel Los Cerezos,95,100.0,Mendoza Province,Luján de Cuyo,,Malbec,Terrazas de Los Andes
10880,Australia,"This is wonderfully complex and aromatic, with scents ranging from baking spices and savory beef to mixed berries. That swirl of seeming contradictions continues on the palate, backed by luxurious, supple tannins that linger softly on the finish. Drink now–2025.",St. Andrews Single Vineyard Release,95,60.0,South Australia,Clare Valley,,Shiraz,Wakefield Estate
10881,US,"Set at the top of Cristom's excellent lineup, this lush, round and seductive wine is built upon ripe black-cherry fruit. It plays out broadly across the palate, open and smooth, with nuances of cola, sandalwood and spice. Crisp, natural acidity keeps it lifted and lively. Drink now through 2035.",Louise Vineyard,94,58.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Cristom
10882,France,"The initially sumptuous notions of peach are quickly tinged by a more intriguing note of smoke. Honeyed notes join in before they explode on the palate into a rich, lemon-caramel flavor. This has concentration and verve and cuts its sweetness admirably, so much so that this becomes a lip-smacking tightrope walk of lush, sweet caramel and tight, spritzy lemon zest. Exciting.",Hengst Grand Cru Cuvée Francois,94,60.0,Alsace,Alsace,,Gewürztraminer,Domaine Barmès-Buecher
10883,France,"A shy nose opens onto a fruit-driven, scented palate of honeyed pear. Flavors are delicate but well-defined, the purity of the honey notes is astonishing and appetizing. Balance comes from a golden vein of citrus freshness. This is subtle and sweet: you need to let this come towards you slowly and let the waves of balanced sweetness unfold. This is a very elegant, impressive vendange tardive.",Rangen Grand Cru Clos Saint Théobald Vendanges Tardives,94,72.0,Alsace,Alsace,,Pinot Gris,Domaine Schoffit
10884,US,"Lush aromatics feature sassafras, strawberry pastry and milk chocolate. This forward, seductive wine offers complex red-fruit flavors with details of cinnamon toast, coffee grounds and dark chocolate.",Winery Hill Vineyard,94,90.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Domaine Serene
10885,Germany,"Bursting of sweet yellow cherries, tangerines and peaches, this fragrant, finely filigreed spätlese screams classic Mosel. Searing lemon-lime acidity counters lush, sunny fruit flavors, finishing with a crystalline haze of honey and nectar. It's stunning now, but has plenty of stuffing to carry through 2025 with aplomb.",Erdener Treppchen Spätlese,94,34.0,Mosel,,,Riesling,Dr. Loosen
10886,Portugal,"This was a great vintage Port year, and this white Port, which was bottled in 2015, has hints of the firm tannins and structure that marked out the year. It also has preserved an amazing amount of freshness still suggesting orange marmalade flavors. These are backed up by the fine, concentrated old wood tastes. The wine is, of course, ready to drink.",Colheita White,94,980.0,Port,,,Port,Kopke
10887,Portugal,"Not one of the generally declared vintages for Port, this year produced some ripe, sweet single quinta vintages. It also was a good year for rich, sweet tawnies. This is ripe, toffee-like in character packed with ripe raisin and sultana flavors. It is a luxurious wine, of course ready to drink.",Colheita Tawny,94,100.0,Port,,,Port,Kopke
10888,France,"Incredibly pure notes of freshly cut Cox's Orange Pippin assail the nose. The palate has the same purity and a linear, taut, rich but toned body that is yet to reveal all of its secrets. The purity and luminoisty of the fruit is astonishing. We have not seen the best of this yet. For now the purest apple fruit delights. This is deliciously concentrated and very youthful. Drink 2016–2030.",Pfersigberg Grand Cru,94,40.0,Alsace,Alsace,,Riesling,Martin Schaetzel
10889,Portugal,"Made from a field blend of old vines to which some Tinta Roriz added, this powerful, ripe and fruity wine is both concentrated and superbly generous. It has swathes of black fruits, dark tannins and minerality, all striated with acidity and a firm black plum skin texture. This is a wine to age, drink from 2019.",Referência Grand Reserva,94,110.0,Douro,,,Portuguese Red,Quinta Nova de Nossa Senhora do Carmo
10890,US,"Restrained compared to the winery's other bottlings, this single vineyard Sauvignon Blanc offers dried yellow apple, lime and orange rind aromas. There's plenty of acidity on the palate, but it presents itself subtly, with wet cement-like mineral tension.",Mesa Verde Vineyard,88,22.0,California,Central Coast,,Sauvignon Blanc,Brander
10891,US,"Aromas of black currant, licorice, plum and dried herb are followed by elegant flavors. The tannins show a touch of dryness.",Heritage,88,,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Browne Family Vineyards
10892,Italy,"Spanish broom, white flower and mature white stone fruit notes commingle on the nose The round, ripe palate offers white peach, juicy pear and candied nectarine flavors, with a bitter almond-inflected finish.",Prestige,88,,Lombardy,Lugana,,Turbiana,Cà Maiol
10893,US,"Big in flavor, with a touch of ripely rounded heat, this wine dances in coconut and black olive flavors, a sweet savoriness that's enhanced by cedar and pencil seasonings. The finish comes with a bittersweet taste of tobacco.",Audax,88,120.0,California,Napa Valley,Napa,Cabernet Sauvignon,Calla Lily
10894,Italy,"This opens with stalky underbrush, dark spice, red berry and pressed rose aromas. The subdued, evolved palate offers dried cherry, licorice and clove hints, alongside polished tannins.",Sciasci,88,,Southern Italy,Sannio,,Aglianico,Capolino Perlingieri
10895,Italy,"Honey, mature apple and candied orange peel aromas lead the nose. The rounded palate offers citrus zest, yellow apple and acacia flavors finishing on a round note of hazelnut.",Nembo,88,,Southern Italy,Sannio,,Fiano,Capolino Perlingieri
10896,Italy,"This linear, mineral-driven white opens with intriguing sea breeze, herb and field flower scents. The elegant palate offers citrus zest, yellow stone fruit and toasted almond flavors, alongside fresh acidity.",,88,20.0,Northeastern Italy,Friuli,,Malvasia,Castelvecchio
10897,US,"The aromas on this wine are unusual, with notes of wood spice, tire rubber and earth, showing some reduction on first pour. The flavors are soft and silky, while the tannins bring a slightly gritty feel. Vanilla flavors linger on the finish. There's intrigue, but it doesn't all come together.",Stone Valley Tierra de las Rocas,88,70.0,Oregon,Oregon Other,,Tempranillo,Castillo De Feliciana
10898,US,"This pale pink wine presents light apricot and wet cement aromas. The palate sizzles with acidity, carrying citrus peel and earthy, clay-like flavors. It lacks only for a bit more fruit.",Rosé of,88,22.0,California,Edna Valley,Central Coast,Pinot Noir,Center of Effort
10899,US,"Dark in color and viscous in texture, this wine shows dried plum, concentrated blueberry, cola, licorice and kirsch on the nose. It's powerfully flavored on the palate, with cooked cherry and mulberry fruit, as well as vanilla and ginger spice. It will be exciting to see what the new winemaking and ownership team does with this iconic estate.",Estate Grown,88,25.0,California,Chalone,Central Coast,Grenache,Chalone
10900,France,"While it does have a light texture, this wine is also rich. With intense red-currant fruit, totally crisp acidity and a fine citrus lift, the wine is both fruity and zesty. It will be best drunk from 2018.",Baroque,88,24.0,Provence,Côtes de Provence,,Rosé,Château de Brigue
10901,US,"Juicy, grippy and balanced with integrated oak, this wine shows generous red and blue fruit, with spicy acidity and a lingering finish.",Reserve,88,40.0,California,Dry Creek Valley,Sonoma,Cabernet Sauvignon,Cardinal Rule
10902,US,"Strawberry, vanilla and smoke overlay deep blue fruit in this seamless, velvety wine. Light-bodied, it wields vibrant acidity and moderate, spicy highlights.",,88,35.0,California,Green Valley,Sonoma,Pinot Noir,Martin Ray
10903,US,"This wine has a personality that's both crisp and satisfying. White pepper and light earth aromas lead to tempting peachy flavors and an appealing texture that balances tanginess and richness. The blend includes small portions of Chardonnay, Albariño, Gewürztraminer and Orange Muscat.",,88,12.0,California,California,California Other,Pinot Grigio,Estancia
10904,US,"This broad-shouldered, burly and feral wine is ripe with smoky cherry and vanilla notes. Smoothly textured, it imparts dusty leather and black licorice accents amid a serious slathering of oak.",,88,75.0,California,Mount Veeder,Napa,Syrah,VGS Chateau Potelle
10905,US,"High-toned acidity complements the generous, brambly black fruit and brown sugar notes in this wine, its savory undertone recalling leather and coffee.",Sawyer Estate,88,42.0,California,Dry Creek Valley,Sonoma,Zinfandel,Wilson
10906,US,"Soft and perceptively sweet, this densely built, full-bodied and intensely ripe wine layers brown sugar and baked plum notes, with a lingering taste of cola.",Treborce Reserve,88,52.0,California,Dry Creek Valley,Sonoma,Zinfandel,Wilson
10907,Spain,"Powerful berry and spice aromas open this jammy slightly heavy Monastell. Desert-herb notes of sage and thyme accent a core blueberry flavor, while this tastes of carob, roasted beet and toast on the finish.",Término de Arriba,88,20.0,Levante,Jumilla,,Monastrell,Hilanda
10908,France,"Sweet, yes, but so light that it has no time to be cloying. This is a balanced wine: acidity playing off the honey and apricot to give a wine that will make a great apéritif. Fruity and crisp at the end, it is ready to drink.",Gros Manseng Moelleux,88,16.0,Southwest France,Côtes de Gascogne,,Gros Manseng,Domaine de Ménard
10909,France,The wine is light and fruity—properly crisp with attractive acidity. The red fruits shine through the light texture and touch of spice creates a bright wine full of final fruitiness.,L'Ange et Luce,88,17.0,Provence,Côtes de Provence,,Rosé,Domaine Jacourette
10910,France,"From vines close to the Sainte-Victoire mountain, the wine is crisply textured, with tangy red currants. It is a bright stylish wine, finely balanced and lifted with acidity and fruitiness. Drink now.",MiP Made in Provence Classic,88,25.0,Provence,Côtes de Provence,,Rosé,Domaine Sainte Lucie
10911,France,"Bottled in a square-necked bottle, the wine comes from an estate in the hills just outside Saint-Tropez. One of a pair of attractively fruity wines, it is crisp and bright, with red-currant acidity and fruitiness. There is a lively feel to this ready-to-drink wine.",VieVité,88,20.0,Provence,Côtes de Provence,,Rosé,Domaine Sainte-Marie
10912,Austria,"This wine's nose is rather subdued, but the palate comes in with hints of green pear and lemon. Dry, light and clean, with the tiniest bit of enlivening spritz, it's as thirst-quenching as its name (Getränk, which translates to “beverage”) suggests.",Getränk,88,14.0,Weinland Österreich,,,Grüner Veltliner,Dürnberg
10913,US,"Being 100% varietal, aromas of barrel spice are prominent at present, followed by black fruit. The fruit flavors are sweet but still lighter in style, with lightly grainy tannins backing them up. It's surprisingly restrained considering the warmth of the vintage and region.",Blackwood Canyon,88,60.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Fidelitas
10914,US,"Proving one of the more reliable affordably priced brands from the region, this bottling offers fresh jasmine, tangerine pith, crushed chalk and pineapple aromas. The palate is a bit more tropical, delivering coconut and mango flavors with enough restraint to please many.",,88,16.0,California,Central Coast,Central Coast,Chardonnay,Fossil Point
10915,US,"This twist-top bottling is bolstered by 15% Petite Sirah but remains a bit wound up and tight on the nose, with caramelized blackberry, caramel and chocolate syrup notes. The mouthfeel is soft and lush, with black cherry flavors cut by graphite, wild sage and bay leaf accents.",,88,20.0,California,Paso Robles,Central Coast,Zinfandel,Grey Wolf Cellars
10916,US,"This ripe Chardonnay is a successful example of its style, with honeysuckle, white peach and marshmallow aromas on the nose. The palate offers apple custard and lemon curd flavors, held together with savory smoke and sea salt aspects.",,88,22.0,California,Central Coast,Central Coast,Chardonnay,Harmony Cellars
10917,France,"The Rolle grape (known as Vermentino in nearby Corsica) has the ability to produce rich wine, as it did here. The acidity is still there balanced with the ripe yellow fruits, generous texture and spicy southern warmth. This is a wine for food, ready to drink now.",,88,20.0,Provence,Côtes de Provence,,Rolle,Hecht & Bannier
10918,US,"Juicy red fruit defines this blend of 32% Cabernet Sauvignon, 24% Merlot, 22% Cabernet Franc, 18% Malbec and 4% Petit Verdot. Supportive tannins accent its cedar, oak and raisin notes.",20/20,88,35.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Hindsight
10919,US,"Big honeysuckle, sweet caramel and stone-fruit aromas are backed on the palate with concentrated tangerine and melon flavors. It's a bold fruity wine with luscious body and yielding acidity but tea tannins and grapefruit flavors lend structure.",,88,28.0,New York,North Fork of Long Island,Long Island,Gewürztraminer,One Woman
10920,France,"From one of a group of chateaus owned by the Guyon family of Rolland de By, this is an intensely fruity wine. It has finely balanced tannins and acidity along with smoky flavors and layers of delicious black currant fruit. Drink from 2019.",,90,20.0,Bordeaux,Médoc,,Bordeaux-style Red Blend,Château La Clare
10921,France,"A smooth wine that is ripe with rich berry and dark-plum fruits. With its soft tannins and juicy crisp acidity, the wine is warm, rounded and likely to develop quickly. Drink this already attractive smoky wine from 2020.",,90,40.0,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château Lafleur-Gazin
10922,France,"With top consultant Stéphane Derenoncourt behind this one, the wine is fine and ripe with just the right balance between tannin and rich blackberry fruit. There is a juicy character that shines through the youthful structure. The wine will age well. Drink from 2019.",,90,,Bordeaux,Médoc,,Bordeaux-style Red Blend,Château Lestruelle
10923,US,"Full figured but soft in texture, this wine is otherwise light in approach and weight, with spicy acidity framing cardamom and black tea accents.",Year of the Horse Ten Oaks Single Vineyard,90,72.0,California,Russian River Valley,Sonoma,Pinot Noir,Donum
10924,France,"An earthy hint accompanies the scent of ripe pear on the nose. The palate is diffuse with fruity pear and fresh lemon resulting in a very refreshing, textured wine with some concentration. The finish is lasting and dry.",Schoenenbourg Grand Cru,90,40.0,Alsace,Alsace,,Pinot Gris,Dopff Au Moulin
10925,Italy,"Black-skinned fruit and cedar aromas come together in this blend of 80% Sangiovese and 20% Cabernet Sauvignon. The fresh, structured palate delivers juicy black plum, tobacco and white pepper notes over a frame of chewy tannins. Enjoy through 2020.",Villa di Capezzana,90,27.0,Tuscany,Carmignano,,Red Blend,Capezzana
10926,France,"This is a finely balanced wine. With its tannins so well integrated with the blackberry fruit, it is going to be a juicy while structured wine. The dry core is likely to open up as it develops. Drink this attractive wine from 2020.",,90,29.0,Bordeaux,Moulis-en-Médoc,,Bordeaux-style Red Blend,Château Anthonic
10927,Italy,"Grilled herb, dark spice, forest floor, toast and oak aromas lead the nose. The palate is dense, its mature black cherry, espresso, licorice and tobacco flavors drawn tight with close-grained tannins that leave a compact finish. Drink 2022–2027.",,90,70.0,Tuscany,Brunello di Montalcino,,Sangiovese,Fattoi
10928,France,"With low yields after a hail storm, the wine is concentrated and dense. It has a touch of wood aging as well as dark black fruits. The tannins are firm in a wine that will age well over the medium term. Drink from 2023.",,90,25.0,Bordeaux,Médoc,,Bordeaux-style Red Blend,Château Potensac
10929,US,"Plush, lush and warmly seasoned in Asian spice, this wine offers length and balance, with a delicate layering of black cherry and cola flavors.",,90,50.0,California,Russian River Valley,Sonoma,Pinot Noir,Cobden Wini
10930,France,Beautifully pure cherry notes are subdued on the nose and fight against the privations of the 2014 vintage. There is lip-smacking freshness and admirable concentration on the textured palate with its velvety folds. The finish is clean and dry. Drink now through 2019.,Vieilles Vignes,90,55.0,Alsace,Alsace,,Pinot Noir,Domaine Barmès-Buecher
10931,France,"A closed nose leads to a gently concentrated palate of tart aromatic red-cherry fruit pervaded by conifer notes. Very finely structured tannins create a texture of starched crackling silk while darker cherry notes lurk in the background and are met with juicy freshness. This is aromatic, elegant and long.",Quintessence,90,38.0,Alsace,Alsace,,Pinot Noir,Domaine Charles Frey
10932,France,"Fresh notes of crunchy red cherry have a spicy edge of pepper. The body of this slender Pinot Noir is very light, totally peppery and very appetizing. The structure is soft and very refreshing. This could also be chilled and is a fabulously light-bodied but sprightly lunch red. The finish is perfectly dry and very enlivening.",Bonheur Convivial,90,20.0,Alsace,Alsace,,Pinot Noir,Domaine Rieflé-Landmann
10933,US,"Concentrated, jammy fruit flavors meet full body and sturdy tannins in this well-made wine. It has a large presence due to alcoholic strength and the ripe spectrum of its fruit flavors, which includes raisin, black cherry and dried fig. Yet, tannins and acidity provide a firm texture that keeps it feeling balanced.",Estate,90,38.0,California,Livermore Valley,Central Coast,Syrah,Dante Robere
10934,Italy,"Truffle, woodland berry and violet aromas take center stage in this luminous red. The fresh, juicy palate doles out sour cherry, crushed raspberry, thyme and clove flavors, framed by taut, polished tannins. A star anise note closes the finish. Drink through 2019.",,90,16.0,Tuscany,Rosso di Montepulciano,,Red Blend,Gracciano della Seta
10935,US,"This full-flavored, richly textured wine offers impressions of plum, black cherry and dark chocolate shavings. It's big and broad on the palate, with a light layer of tannins and loads of easy-going enjoyment.",Crimson Hill Vineyard,90,22.0,California,Red Hills Lake County,Mendocino/Lake Counties,Grenache,Gregory Graham
10936,US,"Fresh and vibrant grapefruit, lemon and crisp apple aromas join equally lively citrus flavors in this medium-bodied, not-too-tart wine. It's refreshing and clean, pairing especially well with seafood.",Made With Organic Grapes,90,14.0,California,California,California Other,Sauvignon Blanc,Bonterra
10937,US,"Just three barrels were made of this rather unusual wine. It's a seemingly disparate mix of raspberries, gun metal, dried seaweed and carpaccio, yet somehow it all comes together. The length is impressive. This is one of those wines that will thrill some tasters and puzzle others.",La Chenaie,90,48.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Brooks
10938,US,"Caramel apple and honeyed, biscuity notes combine, layering richness upon richness in this single vineyard wine. A full-bodied, concentrated expression, its darker elements are complemented by an underlay of Key lime that provides a respite of freshness.",Durell Vineyard,90,45.0,California,Sonoma Coast,Sonoma,Chardonnay,Armida
10939,Italy,"Ripe plum, coconut, vanilla and French oak aromas lead the nose. Youthfully assertive and austere, the palate offers toasted oak, licorice and espresso notes, set against a backdrop of bracing tannins that grip the finish. That structure should mellow and integrate with a few more years of bottle age.",Grandi Annate,90,89.0,Tuscany,Vino Nobile di Montepulciano,,Sangiovese,Avignonesi
10940,France,"An aromatic hint of pine mixes with the red cherry notes on the nose, creating a very appetizing opening. The ultralight palate is translucent and slender, with the same leafy conifer aromas and lots and lots of red currant brightness and freshness. The light crunchy nature of this wine suggests that this is ideal for chilling. It's a weightless, very aromatic, and ultra-light-bodied red.",,90,17.0,Alsace,Alsace,,Pinot Noir,Allimant-Laugner
10941,US,"This reserve-series wine opens in honeysuckle, offering a wealth of floral aromas before unveiling a backbone of caramel oak. Starting fresh and crisp in acidity and citrus, it evolves in the glass to become richer and more unctuous in texture, with a boldness of baked apple.",Kent Ritchie Vineyard,90,60.0,California,Russian River Valley,Sonoma,Chardonnay,Ancient Oak Cellars
10942,US,"Roughly equal percentages of Gewürztraminer, Pinot Blanc, Riesling and Pinot Gris (with a splash of Muscat) create a wine that transcends the mutt wine moniker and belongs in a category all its own. Just slightly off dry, it's like taking a bite out of a just-picked pear-apple (if such a thing existed). This crunchy luscious white wine is juicy and alive with flavor. Don't wait—drink it now for a big burst of summer no matter how cold it may be outside.",,90,14.0,Oregon,Oregon,Oregon Other,White Blend,Jezebel
10943,France,A clean-cut nose of green pear leads onto an equally clean-cut palate of fresh pear. There is freshness and lots of lemony brightness on the light but precise palate. This is appetizing and moreish.,,90,17.0,Alsace,Alsace,,Pinot Blanc,Kuentz-Bas
10944,Italy,"Truffle, new leather and plum are some of the aromas you'll find in this taut red. The palate delivers Morello cherry, crushed raspberry, star anise and earthy game flavors, set against bright acidity and tightly wound tannins. Drink 2018–2023.",,90,26.0,Tuscany,Vino Nobile di Montepulciano,,Red Blend,La Ciarliana
